load_zone,fuel,period,fuel_cost
Caribe,COMBUSTOLEO,2027,11.81800355
Caribe,COMBUSTOLEO,2028,11.50869768
Caribe,COMBUSTOLEO,2029,11.34490719
Caribe,COMBUSTOLEO,2030,11.37363084
Caribe,COMBUSTOLEO,2031,11.39484503
Caribe,COMBUSTOLEO,2032,11.42882757
Caribe,COMBUSTOLEO,2033,11.45496011
Caribe,COMBUSTOLEO,2034,11.35404088
Caribe,COMBUSTOLEO,2035,11.26643432
Caribe,COMBUSTOLEO,2036,11.1641087
Caribe,COMBUSTOLEO,2037,11.00519865
Caribe,COMBUSTOLEO,2038,10.92316851
Caribe,COMBUSTOLEO,2039,10.90222602
Caribe,COMBUSTOLEO,2040,10.81232499
Caribe,COMBUSTOLEO,2041,10.73496149
Caribe,COMBUSTOLEO,2042,10.64782602
Caribe,COMBUSTOLEO,2043,10.50251251
Caribe,COMBUSTOLEO,2044,10.3583395
Caribe,COMBUSTOLEO,2045,10.21522248
Caribe,COMBUSTOLEO,2046,10.07308318
Caribe,COMBUSTOLEO,2047,9.789896998
Caribe,COMBUSTOLEO,2048,9.460766346
Caribe,COMBUSTOLEO,2049,9.262065924
Caribe,COMBUSTOLEO,2050,9.052301031
Surocciden,ACPM,2023,24.00332357
Surocciden,ACPM,2024,22.7042279
Surocciden,ACPM,2025,22.55521914
Surocciden,ACPM,2026,21.75961515
Surocciden,ACPM,2027,21.23317231
Surocciden,ACPM,2028,20.53736675
Surocciden,ACPM,2029,20.09291859
Surocciden,ACPM,2030,19.97537013
Surocciden,ACPM,2031,19.85776288
Surocciden,ACPM,2032,19.7722416
Surocciden,ACPM,2033,19.68436835
Surocciden,ACPM,2034,19.39910312
Surocciden,ACPM,2035,19.14448516
Surocciden,ACPM,2036,18.87416707
Surocciden,ACPM,2037,18.51930562
Surocciden,ACPM,2038,18.29684249
Surocciden,ACPM,2039,18.18051412
Surocciden,ACPM,2040,17.95789331
Surocciden,ACPM,2041,17.76134497
Surocciden,ACPM,2042,17.55409282
Surocciden,ACPM,2043,17.25686127
Surocciden,ACPM,2044,16.96596501
Surocciden,ACPM,2045,16.68093457
Surocciden,ACPM,2046,16.40133527
Surocciden,ACPM,2047,15.89542149
Surocciden,ACPM,2048,15.31792081
Surocciden,ACPM,2049,14.95603192
Surocciden,ACPM,2050,14.57893144
Caribe,ACPM,2023,23.63674708
Caribe,ACPM,2024,22.36960469
Caribe,ACPM,2025,22.24539252
Caribe,ACPM,2026,21.47274763
Caribe,ACPM,2027,20.96756254
Caribe,ACPM,2028,20.29143947
Caribe,ACPM,2029,19.86521527
Caribe,ACPM,2030,19.76454031
Caribe,ACPM,2031,19.6625562
Caribe,ACPM,2032,19.59150032
Caribe,ACPM,2033,19.51702055
Caribe,ACPM,2034,19.2441563
Caribe,ACPM,2035,19.00102037
Caribe,ACPM,2036,18.74133345
Caribe,ACPM,2037,18.39631538
Caribe,ACPM,2038,18.18296619
Caribe,ACPM,2039,18.0750764
Caribe,ACPM,2040,17.86026885
Caribe,ACPM,2041,17.67095478
Caribe,ACPM,2042,17.47040082
Caribe,ACPM,2043,17.17937109
Caribe,ACPM,2044,16.89421709
Caribe,ACPM,2045,16.61450339
Caribe,ACPM,2046,16.33982684
Caribe,ACPM,2047,15.83847102
Caribe,ACPM,2048,15.26519055
Caribe,ACPM,2049,14.90720912
Caribe,ACPM,2050,14.53372657
Antioquia,ACPM,2023,24.00329922
Antioquia,ACPM,2024,22.70420557
Antioquia,ACPM,2025,22.55519846
Antioquia,ACPM,2026,21.75959601
Antioquia,ACPM,2027,21.23315459
Antioquia,ACPM,2028,20.53735034
Antioquia,ACPM,2029,20.09290339
Antioquia,ACPM,2030,19.97535606
Antioquia,ACPM,2031,19.85774986
Antioquia,ACPM,2032,19.77222954
Antioquia,ACPM,2033,19.68435718
Antioquia,ACPM,2034,19.39909278
Antioquia,ACPM,2035,19.14447559
Antioquia,ACPM,2036,18.87415821
Antioquia,ACPM,2037,18.51929741
Antioquia,ACPM,2038,18.29683489
Antioquia,ACPM,2039,18.18050708
Antioquia,ACPM,2040,17.9578868
Antioquia,ACPM,2041,17.76133894
Antioquia,ACPM,2042,17.55408724
Antioquia,ACPM,2043,17.2568561
Antioquia,ACPM,2044,16.96596022
Antioquia,ACPM,2045,16.68093014
Antioquia,ACPM,2046,16.40133117
Antioquia,ACPM,2047,15.89541769
Antioquia,ACPM,2048,15.31791729
Antioquia,ACPM,2049,14.95602866
Antioquia,ACPM,2050,14.57892842
Oriental,ACPM,2023,24.11323111
Oriental,ACPM,2024,22.80637571
Oriental,ACPM,2025,22.64979749
Oriental,ACPM,2026,21.84718496
Oriental,ACPM,2027,21.31425293
Oriental,ACPM,2028,20.61243905
Oriental,ACPM,2029,20.1624278
Oriental,ACPM,2030,20.0397285
Oriental,ACPM,2031,19.9173521
Oriental,ACPM,2032,19.82741508
Oriental,ACPM,2033,19.73545331
Oriental,ACPM,2034,19.44640253
Oriental,ACPM,2035,19.18827954
Oriental,ACPM,2036,18.91471615
Oriental,ACPM,2037,18.55684989
Oriental,ACPM,2038,18.33160461
Oriental,ACPM,2039,18.21270026
Oriental,ACPM,2040,17.98769437
Oriental,ACPM,2041,17.78893768
Oriental,ACPM,2042,17.57964083
Oriental,ACPM,2043,17.28051609
Oriental,ACPM,2044,16.98786693
Oriental,ACPM,2045,16.7012135
Oriental,ACPM,2046,16.42011147
Oriental,ACPM,2047,15.91280631
Oriental,ACPM,2048,15.33401737
Oriental,ACPM,2049,14.97093567
Oriental,ACPM,2050,14.59273078
